2023-12-20T10:00:14+0100,main,40,40,40,0.000001,40,no error,4,0
2023-12-20T10:01:47+0100,main,50,50,50,6.451613,10,no error,5,0
2023-12-20T10:02:10+0100,main,83,83,83,86.086957,33,no error,8,3
2023-12-20T10:02:34+0100,main,69,69,69,-35.000000,-14,no error,6,9
2023-12-20T10:02:57+0100,main,57,57,57,-31.304348,-12,no error,5,7
2023-12-20T10:03:20+0100,main,80,80,80,60.000000,23,no error,8,0
2023-12-20T10:03:43+0100,main,38,38,38,-109.565217,-42,no error,3,8
2023-12-20T10:04:07+0100,main,28,28,28,-25.000000,-10,no error,2,8
2023-12-20T10:04:29+0100,main,22,22,22,-16.363636,-6,no error,2,2
2023-12-20T10:04:51+0100,main,64,64,64,114.545455,42,no error,6,4
2023-12-20T10:05:14+0100,main,16,16,16,-125.217391,-48,no error,1,6
2023-12-20T10:05:36+0100,main,33,33,33,46.363636,17,no error,3,3
2023-12-20T10:05:59+0100,main,09,9,9,-62.608696,-24,no error,0,9
2023-12-20T10:06:22+0100,main,60,60,60,133.043478,51,no error,6,0
2023-12-20T10:06:44+0100,main,79,79,79,51.818182,19,no error,7,9
2023-12-20T10:07:06+0100,main,22,22,22,-155.454545,-57,no error,2,2
2023-12-20T10:07:28+0100,main,45,45,45,62.727273,23,no error,4,5
2023-12-20T10:07:51+0100,main,86,86,86,106.956522,41,no error,8,6
2023-12-20T10:08:13+0100,main,39,39,39,-128.181818,-47,no error,3,9
2023-12-20T10:08:35+0100,main,94,94,94,150.000000,55,no error,9,4
2023-12-20T10:08:58+0100,main,97,97,97,7.826087,3,no error,9,7
2023-12-20T10:09:21+0100,main,18,18,18,-206.086957,-79,no error,1,8
2023-12-20T10:09:43+0100,main,40,40,40,60.000000,22,no error,4,0
2023-12-20T10:10:06+0100,main,91,91,91,133.043478,51,no error,9,1
2023-12-20T10:10:28+0100,main,92,92,92,2.727273,1,no error,9,2
2023-12-20T10:10:51+0100,main,60,60,60,-83.478261,-32,no error,6,0
2023-12-20T10:11:14+0100,main,64,64,64,10.434783,4,no error,6,4
2023-12-20T10:11:39+0100,main,12,12,12,-124.800000,-52,no error,1,2
2023-12-20T10:12:03+0100,main,87,87,87,187.500000,75,no error,8,7
2023-12-20T10:12:26+0100,main,24,24,24,-164.347826,-63,no error,2,4
2023-12-20T10:12:49+0100,main,57,57,57,86.086957,33,no error,5,7
2023-12-20T10:13:12+0100,main,49,49,49,-20.869565,-8,no error,4,9
2023-12-20T10:13:34+0100,main,26,26,26,-62.727273,-23,no error,2,6
2023-12-20T10:13:57+0100,main,30,30,30,10.434783,4,no error,3,0
2023-12-20T10:14:20+0100,main,43,43,43,33.913043,13,no error,4,3
2023-12-20T10:14:43+0100,main,60,60,60,44.347826,17,no error,6,0
2023-12-20T10:15:06+0100,main,51,51,51,-23.478261,-9,no error,5,1
2023-12-20T10:15:28+0100,main,22,22,22,-79.090909,-29,no error,2,2
2023-12-20T10:15:53+0100,main,90,90,90,163.200000,68,no error,9,0
2023-12-20T10:16:16+0100,main,37,37,37,-138.260870,-53,no error,3,7
2023-12-20T10:16:39+0100,main,36,36,36,-2.608696,-1,no error,3,6
2023-12-20T10:17:03+0100,main,37,37,37,2.500000,1,no error,3,7
2023-12-20T10:17:25+0100,main,01,1,1,-98.181818,-36,no error,0,1
2023-12-20T10:17:49+0100,main,61,61,61,150.000000,60,no error,6,1
2023-12-20T10:18:12+0100,main,39,39,39,-57.391304,-22,no error,3,9
2023-12-20T10:18:36+0100,main,01,1,1,-95.000000,-38,no error,0,1
2023-12-20T10:19:00+0100,main,89,89,89,220.000000,88,no error,8,9
2023-12-20T10:19:23+0100,main,66,66,66,-60.000000,-23,no error,6,6
2023-12-20T10:19:46+0100,main,99,99,99,86.086957,33,no error,9,9
2023-12-20T10:20:09+0100,main,80,80,80,-49.565217,-19,no error,8,0
2023-12-20T10:20:32+0100,main,43,43,43,-96.521739,-37,no error,4,3
