2023-12-18T23:59:45+0100,main,75,,99,,0,Neg. Rate - Read:  - Raw: 75 - Pre: 99 ,7,5
2023-12-19T00:01:00+0100,main,55,,99,,0,Neg. Rate - Read:  - Raw: 55 - Pre: 99 ,5,5
2023-12-19T00:02:14+0100,main,35,,99,,0,Neg. Rate - Read:  - Raw: 35 - Pre: 99 ,3,5
2023-12-19T00:03:28+0100,main,5N,5N,99,,0,,5,N
2023-12-19T00:04:47+0100,main,57,,99,,0,Neg. Rate - Read:  - Raw: 57 - Pre: 99 ,5,7
2023-12-19T00:06:02+0100,main,5N,5N,99,,0,,5,N
2023-12-19T00:07:16+0100,main,57,,99,,0,Neg. Rate - Read:  - Raw: 57 - Pre: 99 ,5,7
2023-12-19T00:08:35+0100,main,29,,99,,0,Neg. Rate - Read:  - Raw: 29 - Pre: 99 ,2,9
2023-12-19T00:09:49+0100,main,99,99,99,0.000000,0,no error,9,9
2023-12-19T00:11:03+0100,main,37,,99,,0,Neg. Rate - Read:  - Raw: 37 - Pre: 99 ,3,7
2023-12-19T00:12:17+0100,main,N2,N2,99,,0,,N,2
2023-12-19T00:13:32+0100,main,74,,99,,0,Neg. Rate - Read:  - Raw: 74 - Pre: 99 ,7,4
2023-12-19T00:14:45+0100,main,N0,N0,99,,0,,N,0
2023-12-19T00:16:00+0100,main,65,,99,,0,Neg. Rate - Read:  - Raw: 65 - Pre: 99 ,6,5
2023-12-19T00:17:14+0100,main,90,,99,,0,Neg. Rate - Read:  - Raw: 90 - Pre: 99 ,9,0
2023-12-19T00:18:28+0100,main,1N,1N,99,,0,,1,N
2023-12-19T00:19:42+0100,main,59,,99,,0,Neg. Rate - Read:  - Raw: 59 - Pre: 99 ,5,9
2023-12-19T00:20:56+0100,main,59,,99,,0,Neg. Rate - Read:  - Raw: 59 - Pre: 99 ,5,9
2023-12-19T00:22:10+0100,main,85,,99,,0,Neg. Rate - Read:  - Raw: 85 - Pre: 99 ,8,5
2023-12-19T00:23:24+0100,main,50,,99,,0,Neg. Rate - Read:  - Raw: 50 - Pre: 99 ,5,0
2023-12-19T00:24:39+0100,main,9N,9N,99,,0,,9,N
2023-12-19T00:25:53+0100,main,N5,N5,99,,0,,N,5
2023-12-19T00:27:08+0100,main,N9,N9,99,,0,,N,9
2023-12-19T00:28:23+0100,main,19,,99,,0,Neg. Rate - Read:  - Raw: 19 - Pre: 99 ,1,9
2023-12-19T00:29:37+0100,main,89,,99,,0,Neg. Rate - Read:  - Raw: 89 - Pre: 99 ,8,9
2023-12-19T00:30:51+0100,main,55,,99,,0,Neg. Rate - Read:  - Raw: 55 - Pre: 99 ,5,5
2023-12-19T00:32:05+0100,main,NN,NN,99,,0,,N,N
2023-12-19T00:33:19+0100,main,37,,99,,0,Neg. Rate - Read:  - Raw: 37 - Pre: 99 ,3,7
2023-12-19T00:34:33+0100,main,94,,99,,0,Neg. Rate - Read:  - Raw: 94 - Pre: 99 ,9,4
2023-12-19T00:35:48+0100,main,N7,N7,99,,0,,N,7
2023-12-19T00:37:02+0100,main,93,,99,,0,Neg. Rate - Read:  - Raw: 93 - Pre: 99 ,9,3
2023-12-19T00:38:16+0100,main,7N,7N,99,,0,,7,N
2023-12-19T00:39:30+0100,main,85,,99,,0,Neg. Rate - Read:  - Raw: 85 - Pre: 99 ,8,5
2023-12-19T00:40:44+0100,main,N5,N5,99,,0,,N,5
2023-12-19T00:41:59+0100,main,8N,8N,99,,0,,8,N
2023-12-19T00:43:13+0100,main,5N,5N,99,,0,,5,N
2023-12-19T00:44:27+0100,main,N2,N2,99,,0,,N,2
2023-12-19T00:45:41+0100,main,N2,N2,99,,0,,N,2
2023-12-19T00:46:55+0100,main,39,,99,,0,Neg. Rate - Read:  - Raw: 39 - Pre: 99 ,3,9
2023-12-19T00:48:09+0100,main,8N,8N,99,,0,,8,N
2023-12-19T00:49:23+0100,main,N0,N0,99,,0,,N,0
2023-12-19T00:50:37+0100,main,95,,99,,0,Neg. Rate - Read:  - Raw: 95 - Pre: 99 ,9,5
2023-12-19T00:51:51+0100,main,85,,99,,0,Neg. Rate - Read:  - Raw: 85 - Pre: 99 ,8,5
2023-12-19T00:53:05+0100,main,89,,99,,0,Neg. Rate - Read:  - Raw: 89 - Pre: 99 ,8,9
2023-12-19T00:54:19+0100,main,N7,N7,99,,0,,N,7
2023-12-19T00:55:33+0100,main,79,,99,,0,Neg. Rate - Read:  - Raw: 79 - Pre: 99 ,7,9
2023-12-19T00:56:47+0100,main,37,,99,,0,Neg. Rate - Read:  - Raw: 37 - Pre: 99 ,3,7
2023-12-19T00:58:02+0100,main,9N,9N,99,,0,,9,N
2023-12-19T00:59:16+0100,main,N9,N9,99,,0,,N,9
2023-12-19T01:00:30+0100,main,9N,9N,99,,0,,9,N
2023-12-19T01:01:44+0100,main,55,,99,,0,Neg. Rate - Read:  - Raw: 55 - Pre: 99 ,5,5
2023-12-19T01:02:58+0100,main,89,,99,,0,Neg. Rate - Read:  - Raw: 89 - Pre: 99 ,8,9
2023-12-19T01:04:12+0100,main,NN,NN,99,,0,,N,N
2023-12-19T01:05:26+0100,main,80,,99,,0,Neg. Rate - Read:  - Raw: 80 - Pre: 99 ,8,0
2023-12-19T01:06:40+0100,main,9N,9N,99,,0,,9,N
2023-12-19T01:07:54+0100,main,73,,99,,0,Neg. Rate - Read:  - Raw: 73 - Pre: 99 ,7,3
2023-12-19T01:09:08+0100,main,5N,5N,99,,0,,5,N
2023-12-19T01:10:22+0100,main,55,,99,,0,Neg. Rate - Read:  - Raw: 55 - Pre: 99 ,5,5
2023-12-19T01:11:35+0100,main,8N,8N,99,,0,,8,N
2023-12-19T01:12:49+0100,main,8N,8N,99,,0,,8,N
2023-12-19T01:14:03+0100,main,34,,99,,0,Neg. Rate - Read:  - Raw: 34 - Pre: 99 ,3,4
2023-12-19T01:15:18+0100,main,57,,99,,0,Neg. Rate - Read:  - Raw: 57 - Pre: 99 ,5,7
2023-12-19T01:16:32+0100,main,22,,99,,0,Neg. Rate - Read:  - Raw: 22 - Pre: 99 ,2,2
2023-12-19T01:17:45+0100,main,N0,N0,99,,0,,N,0
2023-12-19T01:19:00+0100,main,79,,99,,0,Neg. Rate - Read:  - Raw: 79 - Pre: 99 ,7,9
2023-12-19T01:20:14+0100,main,5N,5N,99,,0,,5,N
2023-12-19T01:21:28+0100,main,94,,99,,0,Neg. Rate - Read:  - Raw: 94 - Pre: 99 ,9,4
2023-12-19T01:22:42+0100,main,NN,NN,99,,0,,N,N
2023-12-19T01:23:55+0100,main,NN,NN,99,,0,,N,N
2023-12-19T01:25:09+0100,main,99,99,99,0.000000,0,no error,9,9
2023-12-19T01:26:23+0100,main,8N,8N,99,,0,,8,N
2023-12-19T01:27:37+0100,main,N0,N0,99,,0,,N,0
2023-12-19T01:28:51+0100,main,NN,NN,99,,0,,N,N
2023-12-19T01:30:05+0100,main,19,,99,,0,Neg. Rate - Read:  - Raw: 19 - Pre: 99 ,1,9
2023-12-19T01:31:19+0100,main,59,,99,,0,Neg. Rate - Read:  - Raw: 59 - Pre: 99 ,5,9
2023-12-19T01:32:33+0100,main,91,,99,,0,Neg. Rate - Read:  - Raw: 91 - Pre: 99 ,9,1
2023-12-19T01:33:47+0100,main,2N,2N,99,,0,,2,N
2023-12-19T01:35:02+0100,main,N2,N2,99,,0,,N,2
2023-12-19T01:36:15+0100,main,8N,8N,99,,0,,8,N
2023-12-19T01:37:29+0100,main,N0,N0,99,,0,,N,0
2023-12-19T01:38:43+0100,main,97,,99,,0,Neg. Rate - Read:  - Raw: 97 - Pre: 99 ,9,7
2023-12-19T01:39:57+0100,main,35,,99,,0,Neg. Rate - Read:  - Raw: 35 - Pre: 99 ,3,5
2023-12-19T01:41:11+0100,main,7N,7N,99,,0,,7,N
2023-12-19T01:42:24+0100,main,57,,99,,0,Neg. Rate - Read:  - Raw: 57 - Pre: 99 ,5,7
2023-12-19T01:43:38+0100,main,57,,99,,0,Neg. Rate - Read:  - Raw: 57 - Pre: 99 ,5,7
2023-12-19T01:44:52+0100,main,37,,99,,0,Neg. Rate - Read:  - Raw: 37 - Pre: 99 ,3,7
2023-12-19T01:46:07+0100,main,80,,99,,0,Neg. Rate - Read:  - Raw: 80 - Pre: 99 ,8,0
2023-12-19T01:47:20+0100,main,5N,5N,99,,0,,5,N
2023-12-19T01:48:34+0100,main,N5,N5,99,,0,,N,5
2023-12-19T01:49:49+0100,main,87,,99,,0,Neg. Rate - Read:  - Raw: 87 - Pre: 99 ,8,7
2023-12-19T01:51:03+0100,main,5N,5N,99,,0,,5,N
2023-12-19T01:52:16+0100,main,N2,N2,99,,0,,N,2
2023-12-19T01:53:30+0100,main,99,99,99,0.000000,0,no error,9,9
2023-12-19T01:54:44+0100,main,N9,N9,99,,0,,N,9
2023-12-19T01:55:58+0100,main,11,,99,,0,Neg. Rate - Read:  - Raw: 11 - Pre: 99 ,1,1
2023-12-19T01:57:11+0100,main,79,,99,,0,Neg. Rate - Read:  - Raw: 79 - Pre: 99 ,7,9
2023-12-19T01:58:25+0100,main,55,,99,,0,Neg. Rate - Read:  - Raw: 55 - Pre: 99 ,5,5
2023-12-19T01:59:39+0100,main,N9,N9,99,,0,,N,9
2023-12-19T02:00:53+0100,main,85,,99,,0,Neg. Rate - Read:  - Raw: 85 - Pre: 99 ,8,5
2023-12-19T02:02:07+0100,main,55,,99,,0,Neg. Rate - Read:  - Raw: 55 - Pre: 99 ,5,5
2023-12-19T02:03:21+0100,main,92,,99,,0,Neg. Rate - Read:  - Raw: 92 - Pre: 99 ,9,2
