2024-01-03T17:12:35+0100,main,79,79,79,0.000000,0,no error,7,9
2024-01-03T17:25:55+0100,main,79,79,79,0.000000,0,no error,7,9
2024-01-03T17:30:55+0100,main,79,79,79,0.000000,0,no error,7,9
2024-01-03T17:32:26+0100,main,64,64,64,-9.890110,-15,no error,6,4
2024-01-03T17:32:46+0100,main,65,65,65,3.000000,1,no error,6,5
2024-01-03T17:33:05+0100,main,51,51,51,-44.210526,-14,no error,5,1
2024-01-03T17:33:25+0100,main,98,98,98,141.000000,47,no error,9,8
2024-01-03T17:33:44+0100,main,38,38,38,-189.473684,-60,no error,3,8
2024-01-03T17:34:04+0100,main,09,9,9,-87.000000,-29,no error,0,9
2024-01-03T17:34:23+0100,main,90,90,90,255.789474,81,no error,9,0
2024-01-03T17:34:43+0100,main,90,90,90,0.000000,0,no error,9,0
2024-01-03T17:35:02+0100,main,39,39,39,-161.052632,-51,no error,3,9
2024-01-03T17:35:22+0100,main,16,16,16,-69.000000,-23,no error,1,6
2024-01-03T17:35:41+0100,main,38,38,38,69.473684,22,no error,3,8
2024-01-03T17:36:01+0100,main,77,77,77,117.000000,39,no error,7,7
2024-01-03T17:36:20+0100,main,01,1,1,-240.000000,-76,no error,0,1
2024-01-03T17:36:40+0100,main,01,1,1,0.000000,0,no error,0,1
2024-01-03T17:36:59+0100,main,25,25,25,75.789474,24,no error,2,5
2024-01-03T17:37:19+0100,main,66,66,66,123.000000,41,no error,6,6
2024-01-03T17:37:38+0100,main,14,14,14,-164.210526,-52,no error,1,4
2024-01-03T17:37:57+0100,main,86,86,86,227.368421,72,no error,8,6
2024-01-03T17:38:17+0100,main,63,63,63,-69.000000,-23,no error,6,3
2024-01-03T17:38:36+0100,main,42,42,42,-66.315789,-21,no error,4,2
2024-01-03T17:38:55+0100,main,55,55,55,41.052632,13,no error,5,5
2024-01-03T17:39:15+0100,main,67,67,67,36.000000,12,no error,6,7
2024-01-03T17:39:34+0100,main,97,97,97,94.736842,30,no error,9,7
2024-01-03T17:39:53+0100,main,17,17,17,-252.631579,-80,no error,1,7
2024-01-03T17:40:13+0100,main,17,17,17,0.000000,0,no error,1,7
2024-01-03T17:40:32+0100,main,42,42,42,78.947368,25,no error,4,2
2024-01-03T17:40:52+0100,main,82,82,82,120.000000,40,no error,8,2
2024-01-03T17:41:11+0100,main,75,75,75,-22.105263,-7,no error,7,5
2024-01-03T17:41:30+0100,main,81,81,81,18.947368,6,no error,8,1
2024-01-03T17:41:50+0100,main,78,78,78,-9.000000,-3,no error,7,8
2024-01-03T17:42:09+0100,main,07,7,7,-224.210526,-71,no error,0,7
2024-01-03T17:42:28+0100,main,88,88,88,255.789474,81,no error,8,8
2024-01-03T17:42:48+0100,main,91,91,91,9.000000,3,no error,9,1
2024-01-03T17:43:07+0100,main,69,69,69,-69.473684,-22,no error,6,9
2024-01-03T17:43:27+0100,main,48,48,48,-63.000000,-21,no error,4,8
2024-01-03T17:43:47+0100,main,94,94,94,138.000000,46,no error,9,4
2024-01-03T17:44:06+0100,main,97,97,97,9.473684,3,no error,9,7
2024-01-03T17:44:26+0100,main,35,35,35,-186.000000,-62,no error,3,5
2024-01-03T17:44:46+0100,main,68,68,68,99.000000,33,no error,6,8
2024-01-03T17:45:06+0100,main,39,39,39,-87.000000,-29,no error,3,9
2024-01-03T17:45:26+0100,main,42,42,42,9.000000,3,no error,4,2
2024-01-03T17:45:46+0100,main,11,11,11,-93.000000,-31,no error,1,1
2024-01-03T17:46:05+0100,main,79,79,79,214.736842,68,no error,7,9
2024-01-03T17:46:25+0100,main,19,19,19,-180.000000,-60,no error,1,9
2024-01-03T17:46:45+0100,main,89,89,89,210.000000,70,no error,8,9
2024-01-03T17:47:05+0100,main,22,22,22,-201.000000,-67,no error,2,2
2024-01-03T17:47:25+0100,main,64,64,64,126.000000,42,no error,6,4
2024-01-03T17:47:46+0100,main,88,88,88,68.571429,24,no error,8,8
2024-01-03T17:48:05+0100,main,48,48,48,-126.315789,-40,no error,4,8
2024-01-03T17:48:25+0100,main,43,43,43,-15.000000,-5,no error,4,3
2024-01-03T17:48:46+0100,main,51,51,51,22.857143,8,no error,5,1
2024-01-03T17:49:05+0100,main,25,25,25,-82.105263,-26,no error,2,5
2024-01-03T17:49:25+0100,main,65,65,65,120.000000,40,no error,6,5
2024-01-03T17:49:46+0100,main,26,26,26,-111.428571,-39,no error,2,6
2024-01-03T17:50:06+0100,main,45,45,45,57.000000,19,no error,4,5
2024-01-03T17:50:26+0100,main,62,62,62,51.000000,17,no error,6,2
2024-01-03T17:50:46+0100,main,48,48,48,-42.000000,-14,no error,4,8
2024-01-03T17:51:06+0100,main,42,42,42,-18.000000,-6,no error,4,2
2024-01-03T17:51:26+0100,main,50,50,50,24.000000,8,no error,5,0
2024-01-03T17:51:46+0100,main,99,99,99,147.000000,49,no error,9,9
2024-01-03T17:52:05+0100,main,43,43,43,-176.842105,-56,no error,4,3
2024-01-03T17:52:25+0100,main,97,97,97,162.000000,54,no error,9,7
2024-01-03T17:52:45+0100,main,81,81,81,-48.000000,-16,no error,8,1
2024-01-03T17:53:05+0100,main,40,40,40,-123.000000,-41,no error,4,0
2024-01-03T17:53:25+0100,main,71,71,71,93.000000,31,no error,7,1
2024-01-03T17:53:46+0100,main,07,7,7,-182.857143,-64,no error,0,7
2024-01-03T17:54:05+0100,main,24,24,24,53.684211,17,no error,2,4
2024-01-03T17:54:25+0100,main,17,17,17,-21.000000,-7,no error,1,7
2024-01-03T17:54:46+0100,main,70,70,70,151.428571,53,no error,7,0
2024-01-03T17:55:05+0100,main,00,0,0,-221.052632,-70,no error,0,0
2024-01-03T17:55:25+0100,main,69,69,69,207.000000,69,no error,6,9
2024-01-03T17:55:46+0100,main,53,53,53,-45.714286,-16,no error,5,3
2024-01-03T17:56:05+0100,main,53,53,53,0.000000,0,no error,5,3
2024-01-03T17:56:25+0100,main,26,26,26,-81.000000,-27,no error,2,6
2024-01-03T17:56:46+0100,main,73,73,73,134.285714,47,no error,7,3
2024-01-03T17:57:05+0100,main,26,26,26,-148.421053,-47,no error,2,6
2024-01-03T17:57:25+0100,main,06,6,6,-60.000000,-20,no error,0,6
2024-01-03T17:57:46+0100,main,55,55,55,140.000000,49,no error,5,5
2024-01-03T17:58:05+0100,main,94,94,94,123.157895,39,no error,9,4
2024-01-03T17:58:25+0100,main,50,50,50,-132.000000,-44,no error,5,0
2024-01-03T17:58:46+0100,main,08,8,8,-120.000000,-42,no error,0,8
2024-01-03T17:59:05+0100,main,18,18,18,31.578947,10,no error,1,8
2024-01-03T17:59:25+0100,main,48,48,48,90.000000,30,no error,4,8
2024-01-03T17:59:46+0100,main,90,90,90,120.000000,42,no error,9,0
2024-01-03T18:00:05+0100,main,18,18,18,-227.368421,-72,no error,1,8
2024-01-03T18:00:25+0100,main,27,27,27,27.000000,9,no error,2,7
2024-01-03T18:00:45+0100,main,38,38,38,33.000000,11,no error,3,8
2024-01-03T18:01:05+0100,main,65,65,65,81.000000,27,no error,6,5
2024-01-03T18:01:24+0100,main,12,12,12,-167.368421,-53,no error,1,2
2024-01-03T18:01:43+0100,main,13,13,13,3.157895,1,no error,1,3
2024-01-03T18:02:03+0100,main,22,22,22,27.000000,9,no error,2,2
2024-01-03T18:02:22+0100,main,02,2,2,-63.157895,-20,no error,0,2
2024-01-03T18:02:43+0100,main,39,39,39,105.714286,37,no error,3,9
2024-01-03T18:03:02+0100,main,08,8,8,-97.894737,-31,no error,0,8
2024-01-03T18:03:21+0100,main,43,43,43,110.526316,35,no error,4,3
2024-01-03T18:03:42+0100,main,82,82,82,111.428571,39,no error,8,2
2024-01-03T18:04:01+0100,main,95,95,95,41.052632,13,no error,9,5
2024-01-03T18:04:21+0100,main,92,92,92,-9.000000,-3,no error,9,2
2024-01-03T18:04:41+0100,main,11,11,11,-243.000000,-81,no error,1,1
2024-01-03T18:05:00+0100,main,88,88,88,243.157895,77,no error,8,8
2024-01-03T18:05:20+0100,main,09,9,9,-237.000000,-79,no error,0,9
2024-01-03T18:05:39+0100,main,98,98,98,281.052632,89,no error,9,8
2024-01-03T18:05:59+0100,main,48,48,48,-150.000000,-50,no error,4,8
2024-01-03T18:06:18+0100,main,14,14,14,-107.368421,-34,no error,1,4
2024-01-03T18:06:37+0100,main,41,41,41,85.263158,27,no error,4,1
2024-01-03T18:06:57+0100,main,68,68,68,81.000000,27,no error,6,8
2024-01-03T18:07:16+0100,main,60,60,60,-25.263158,-8,no error,6,0
2024-01-03T18:07:35+0100,main,21,21,21,-123.157895,-39,no error,2,1
2024-01-03T18:07:55+0100,main,47,47,47,78.000000,26,no error,4,7
2024-01-03T18:08:14+0100,main,09,9,9,-120.000000,-38,no error,0,9
2024-01-03T18:08:33+0100,main,41,41,41,101.052632,32,no error,4,1
2024-01-03T18:08:53+0100,main,98,98,98,171.000000,57,no error,9,8
2024-01-03T18:09:12+0100,main,10,10,10,-277.894737,-88,no error,1,0
2024-01-03T18:09:31+0100,main,34,34,34,75.789474,24,no error,3,4
2024-01-03T18:09:51+0100,main,52,52,52,54.000000,18,no error,5,2
2024-01-03T18:10:10+0100,main,24,24,24,-88.421053,-28,no error,2,4
2024-01-03T18:10:30+0100,main,31,31,31,21.000000,7,no error,3,1
2024-01-03T18:10:49+0100,main,68,68,68,116.842105,37,no error,6,8
2024-01-03T18:11:09+0100,main,85,85,85,51.000000,17,no error,8,5
2024-01-03T18:11:28+0100,main,54,54,54,-97.894737,-31,no error,5,4
2024-01-03T18:11:47+0100,main,82,82,82,88.421053,28,no error,8,2
2024-01-03T18:12:07+0100,main,09,9,9,-219.000000,-73,no error,0,9
2024-01-03T18:12:26+0100,main,90,90,90,255.789474,81,no error,9,0
2024-01-03T18:12:47+0100,main,70,70,70,-57.142857,-20,no error,7,0
2024-01-03T18:13:06+0100,main,24,24,24,-145.263158,-46,no error,2,4
2024-01-03T18:13:25+0100,main,64,64,64,126.315789,40,no error,6,4
2024-01-03T18:13:46+0100,main,31,31,31,-94.285714,-33,no error,3,1
2024-01-03T18:14:05+0100,main,13,13,13,-56.842105,-18,no error,1,3
2024-01-03T18:14:25+0100,main,56,56,56,129.000000,43,no error,5,6
2024-01-03T18:14:45+0100,main,39,39,39,-51.000000,-17,no error,3,9
2024-01-03T18:15:05+0100,main,65,65,65,78.000000,26,no error,6,5
2024-01-03T18:15:25+0100,main,38,38,38,-81.000000,-27,no error,3,8
2024-01-03T18:15:45+0100,main,57,57,57,57.000000,19,no error,5,7
2024-01-03T18:16:05+0100,main,91,91,91,102.000000,34,no error,9,1
